<HTML>
<BODY>
<PRE>
Cue, Mss, Assoc, Rank, Strength
HOSTESS, 17, TWINKLES, 18, .01
HOSTILITY, 15, AGGRESSION, 10, .01
HOT DOGS, 14, WEINERS, 8, .04
HOT DOGS, 14, SAUERKRAUT, 14, .01
HOTEL, 16, ACCOMMODATION, 11, .01
HOUND, 5, MUTT, 4, .02
HOURS, 15, AGO, 8, .01
HOURS, 15, TWENTY FOUR, 14, .01
HUE, 6, TINT, 7, .01
HUMAN, 16, SERVICES, 7, .02
HUMAN, 16, ORGANISM, 13, .01
HUMAN, 16, SPECIES, 17, .01
HUMID, 16, MUGGY, 14, .01
HUMID, 16, STUFFY, 16, .01
HUNGER, 15, ETHIOPIA, 7, .03
HUNGER, 15, APPETITE, 11, .01
HUNT, 17, PECK, 16, .01
HUNTING, 15, CHASING, 11, .01
HURRICANE, 12, BOB, 9, .02
HURRY, 9, SCURRY, 8, .03
HUSKY, 12, STOCKY, 8, .03
HUSKY, 12, BURLY, 12, .01
HUT, 17, THATCHED, 12, .02
HYPER, 19, SPASTIC, 10, .03
HYPER, 19, OUT OF CONTROL, 17, .01
HYPER, 19, OVER ACTIVE, 18, .01
ICE, 18, BERG, 8, .02
ICE CREAM, 17, PARLOR, 10, .02
ICE CREAM, 17, SUNDAE, 17, .01
IDEAL, 17, REALISTIC, 12, .02
IDEAL, 17, TYPICAL, 15, .01
IDEAL, 17, UTOPIA, 16, .01
IDENTICAL, 6, MATCHING, 6, .01
IGNORE, 23, SNUB, 11, .02
IGNORE, 23, BORE, 18, .01
IGNORE, 23, OVERLOOK, 22, .01
ILLUSION, 21, OPTICAL, 9, .04
ILLUSION, 21, DELUSION, 11, .03
IMAGINATION, 15, FIGMENT, 13, .01
IMAGINE, 11, FIGMENT, 10, .01
IMMATURE, 15, BRATS, 14, .01
IMMATURE, 15, IRRESPONSIBLE, 16, .01
IMPACT, 12, COLLISION, 7, .04
IMPLODE, 8, BLOW UP, 4, .01
IMPLODE, 8, IMPLORE, 8, .01
IMPRESSION, 25, IMPRINT, 14, .01
IMPRESSION, 25, INDENTATION, 15, .01
INCENSE, 12, BURNER, 6, .03
INCH, 11, CENTIMETER, 10, .01
INCLINE, 17, TILT, 18, .01
INDEPENDENT, 18, PEROT, 13, .02
INDEPENDENT, 18, LONER, 18, .01
INDIAN, 17, SEMINOLE, 14, .02
INDIAN, 17, INDIA, 16, .01
INDIAN, 17, TOMAHAWK, 18, .01
INDIVIDUAL, 11, ONE SELF, 11, .02
INDOORS, 9, AIR CONDITIONING, 4, .03
INDOORS, 9, RAINING, 8, .01
INDUSTRY, 15, SMOKESTACK, 16, .01
INEXPENSIVE, 7, KMART, 7, .01
INFANT, 6, TODDLER, 7, .01
INFECTION, 18, AMPUTATION, 13, .01
INFECTION, 18, PUSS, 19, .01
INFERIOR, 16, EXTERIOR, 12, .01
INFERIOR, 16, OUTCAST, 14, .01
INFERNO, 10, TOWERING, 4, .07
INFLUENCE, 19, PEERS, 5, .04
INFLUENCE, 19, INTIMIDATE, 10, .03
INFLUENCE, 19, ENCOURAGE, 16, .01
INFORM, 14, NARC, 8, .02
INFORM, 14, ENLIGHTEN, 14, .01
INITIAL, 11, ABBREVIATION, 8, .02
INITIAL, 11, MONOGRAM, 11, .01
INJECTION, 12, POKE, 12, .01
INK, 10, BLOTTER, 6, .03
INLET, 13, SEBASTIAN, 12, .01
INMATE, 9, INCARCERATED, 9, .01
INN, 10, DEEPER, 8, .02
INNOCENT, 16, BYSTANDER, 16, .01
INQUIRE, 13, WITHIN, 4, .04
INQUIRE, 13, ENQUIRER, 7, .02
INQUIRE, 13, REQUIRE, 11, .01
INSECURE, 19, SELF-CONSCIOUS, 14, .02
INSECURE, 19, SELF-ESTEEM, 15, .02
INSECURE, 19, UNSAFE, 16, .02
INSECURE, 19, UNSTABLE, 20, .01
INSIGHT, 21, ESP, 8, .03
INSIGHT, 21, WITHIN, 22, .01
INSTANCE, 15, INCIDENT, 12, .01
INSTANCE, 15, SUDDEN, 16, .01
INSTANT, 16, REPLAY, 6, .04
INSTANT, 16, AUTOMATIC, 13, .01
INSTRUCT, 12, CONDUCT, 9, .01
INSTRUCTION, 19, BOOKLET, 8, .03
INSTRUCTION, 19, ORDERS, 19, .01
INSTRUCTIONS, 17, DETAILS, 6, .04
INSTRUCTIONS, 17, WRITTEN, 10, .02
INSULT, 20, CUT DOWN, 11, .03
INSURANCE, 21, COVERAGE, 11, .03
INSURANCE, 21, ENSURE, 18, .01
INSURANCE, 21, GUARANTEE, 19, .01
INTEGRITY, 17, PERSEVERANCE, 11, .01
INTEGRITY, 17, SELF-CONFIDENCE, 13, .01
INTELLECT, 12, I.Q., 6, .03
INTELLIGENCE, 13, IQ, 6, .03
INTELLIGENCE, 13, CIA, 7, .01
INTELLIGENCE, 13, IGNORANCE, 9, .01
INTELLIGENT, 8, I.Q., 6, .02
INTENSITY, 30, BRIGHTNESS, 6, .03
INTENSITY, 30, DENSITY, 18, .01
INTENSITY, 30, GREATNESS, 22, .01
INTENSITY, 30, INTENSE, 24, .01
INTEREST, 22, DISINTEREST, 13, .01
INTERVIEW, 15, REPORTER, 7, .03
INTIMATE, 20, APPAREL, 13, .01
INTOXICATE, 10, INEBRIATE, 8, .01
INTRODUCE, 15, ACQUAINT, 6, .03
INTRODUCE, 15, SOMEONE, 15, .02
INTUITION, 13, PREMONITION, 12, .02
IRON, 23, CLAD, 14, .01
IRREGULAR, 15, CONSTIPATED, 8, .02
IRREGULAR, 15, EX-LAX, 14, .01
ISLAND, 19, GILLIGAN'S, 9, .04
ISLAND, 19, DESERTED, 13, .02
ISSUE, 24, SUBSCRIPTION, 19, .02
ISSUE, 24, CONTROVERSY, 21, .01
ITALIAN, 25, CUISINE, 16, .01
IVORY, 12, EBONY, 8, .02
IVY, 10, POISONOUS, 9, .01
JACKET, 15, BLAZER, 9, .01
JACKET, 15, PARKA, 12, .01
JAIL, 15, BAIL, 12, .01
JAW, 13, BREAKER, 12, .02
JAZZ, 14, NEW ORLEANS, 14, .01
JEALOUSY, 20, SPITE, 20, .01
JEANS, 13, LEVI'S, 6, .04
JEANS, 13, DUNGAREES, 9, .03
JEANS, 13, FADED, 12, .01
JERK, 22, DORK, 9, .03
JERK, 22, DICK, 18, .01
JET, 10, LAG, 4, .03
JET, 10, AIRLINE, 7, .01
JET, 10, CONCORD, 8, .01
JEWELRY, 13, GLITTER, 10, .01
JIGSAW, 6, CONFUSING, 5, .01
JOCK, 14, COCK, 12, .01
JOCK, 14, FOOTBALL PLAYER, 13, .01
JOIN, 20, ENLIST, 11, .02
JOIN, 20, SIGN UP, 21, .01
JOINT, 19, CONNECTION, 14, .01
JOINT, 19, CUSTODY, 15, .01
JOINT, 19, REEFER, 18, .01
JOKE, 8, JEST, 9, .01
JOURNAL, 15, THOUGHTS, 16, .01
JOURNEY, 12, TREK, 8, .02
JUG, 18, MOONSHINE, 12, .03
JUG, 18, THERMOS, 16, .02
JUGGLER, 9, PINS, 9, .02
JUMPY, 19, EDGY, 10, .03
JUMPY, 19, JITTERY, 11, .03
JUMPY, 19, FIDGET, 17, .01
JUMPY, 19, WIRED, 20, .01
JUSTICE, 15, INJUSTICE, 16, .01
JUSTIFY, 24, VERIFY, 16, .02
JUVENILE, 12, OFFENDER, 13, .01
KEEP, 17, CHERISH, 8, .02
KEEPER, 25, GIVER, 10, .02
KEEPER, 25, BROTHER'S, 15, .01
KEEPER, 25, JAILOR, 21, .01
KEEPER, 25, NANNY, 23, .01
KEEPER, 25, TRAPPER, 26, .01
KETCHUP, 8, CONDIMENT, 9, .01
KEYBOARD, 12, CASIO, 8, .01
KEYBOARD, 12, SYNTHESIZER, 12, .01
KICK, 17, PUNT, 8, .03
KICK, 17, SHIN, 17, .02
KIDNAP, 12, RANSOM, 7, .03
KIDNEY, 15, URINE, 8, .03
KIDNEY, 15, PEE, 10, .03
KIDS, 24, BABIES, 11, .02
KIDS, 24, BRATS, 12, .02
KIDS, 24, GOATS, 14, .02
KIDS, 24, GRANDCHILDREN, 19, .01
KILL, 19, MAIM, 17, .01
KILL, 19, UNNECESSARY, 20, .01
KILLER, 19, BUNDY, 11, .02
KILLER, 19, MANIAC, 19, .01
KILOMETER, 12, KILOGRAM, 11, .01
KIN, 12, FOLK, 7, .04
KIN, 12, NEXT, 8, .04
KIN, 12, RELATED, 12, .01
KIND, 15, HEARTED, 8, .03
KIND, 15, BENEVOLENT, 13, .02
KINDNESS, 19, CRUELTY, 10, .02
KINDNESS, 19, RUDENESS, 16, .01
KINDNESS, 19, TENDERNESS, 18, .01
KINDNESS, 19, THOUGHTFULNESS, 19, .01
KING, 8, KONG, 5, .02
KINGDOM, 21, DISNEY, 12, .02
KISS, 13, SMOOCH, 7, .04
KITCHEN, 22, DINING ROOM, 7, .03
KITCHEN, 22, GALLEY, 23, .01
KITTEN, 6, PUSSY, 7, .01
KNEE, 14, PATELLA, 13, .02
KNEE, 14, REFLEX, 14, .02
KNEEL, 13, SQUAT, 11, .03
KNEEL, 13, STOOP, 12, .02
KNIGHT, 11, ARTHUR, 7, .02
KNIGHT, 11, SHINING, 8, .02
KNIGHT, 11, GALLANT, 12, .01
KNOCK, 14, KNOCK-KNOCK, 6, .03
KNOCK, 14, WHO'S THERE, 15, .01
KNOT, 8, TANGLE, 8, .02
KNOW, 24, ACQUAINT, 15, .01
KNOW, 24, DON'T KNOW, 20, .01
KNOW, 24, KNEW, 22, .01
KNOWLEDGE, 14, IGNORANCE, 14, .01
KNOWN, 15, KNEW, 5, .03
KNOWN, 15, FAMILIAR, 12, .01
KNOWN, 15, FORGOTTEN, 13, .01
LABEL, 23, IDENTIFY, 11, .02
LABEL, 23, ADHESIVE, 15, .01
LABOR, 10, PREGNANT, 10, .01
LABYRINTH, 9, DAVID BOWIE, 3, .05
LACE, 24, FEMININE, 12, .03
LACE, 24, DAINTY, 13, .02
LACE, 24, DOILIES, 15, .02
LACE, 24, CHANTILLY, 23, .01
LACE, 24, PANTY, 24, .01
LACK, 27, DON'T HAVE, 6, .03
LACK, 27, LUSTER, 12, .02
LACK, 27, DEFICIENT, 13, .02
LACK, 27, OF, 17, .02
LADY, 15, CLASSY, 13, .01
LAGOON, 13, GILLIGAN, 12, .01
LAKE, 15, ERIE, 7, .05
LANDSCAPE, 20, BUSHES, 14, .01
LANDSCAPE, 20, SHRUBS, 20, .01
LANDSCAPE, 20, SOD, 21, .01
LANE, 15, AISLE, 13, .01
LANE, 15, LOIS, 14, .01
LANE, 15, PASSING, 15, .01
LANGUAGE, 13, LINGUISTICS, 14, .01
LAPEL, 10, CLOTHING, 10, .01
LASTING, 16, ENDURING, 8, .02
LASTING, 16, AWHILE, 13, .01
LASTING, 16, DURABLE, 14, .01
LATCH, 12, UNLOCK, 13, .01
LATHER, 6, BATHE, 7, .02
LAUNCH, 17, ORBIT, 10, .02
LAUNCH, 17, SPACESHIP, 12, .02
LAVA, 11, MAGMA, 11, .01
LAW, 14, ENFORCEMENT, 10, .03
LAWFUL, 20, OBEDIENT, 11, .03
LAWFUL, 20, LAW ABIDING, 15, .02
LAYER, 16, TIER, 17, .01
LEADER, 22, SCOUTS, 21, .01
LEADERSHIP, 21, ROLE, 12, .03
LEADERSHIP, 21, FELLOWSHIP, 15, .02
LEADERSHIP, 21, GOALS, 16, .02
LEADERSHIP, 21, TRAINING, 22, .01
LEAK, 15, DICK, 15, .01
LEAN, 22, NOT FAT, 15, .01
LEAN, 22, SLEEK, 16, .01
LEAN, 22, TILT, 21, .01
LEAP, 11, HURDLE, 12, .01
LEARN, 19, ABSORB, 16, .01
LEARNER, 10, OBSERVER, 6, .02
LEARNER, 10, LISTENER, 9, .01
LEARNING, 16, DISABILITY, 11, .02
LEARNING, 16, GROWING, 12, .02
LEARNING, 16, ABSORBING, 14, .01
LEARNING, 16, TAUGHT, 16, .01
LEATHER, 20, COWHIDE, 17, .02
LEAVE, 18, ABANDON, 15, .01
LEAVES, 10, COMES, 7, .02
LECTURE, 16, PODIUM, 16, .01
LEGAL, 18, 21, 8, .03
LEGAL, 18, ALLOWED, 9, .03
LEGEND, 19, LEGACY, 16, .01
LEGEND, 19, MYSTICAL, 18, .01
LEGION, 15, TROOP, 15, .02
LEGISLATURE, 13, CROOKS, 7, .02
LEGISLATURE, 13, BUREAUCRATIC, 11, .01
LEGISLATURE, 13, CLINTON, 12, .01
LEGS, 13, LIMBS, 11, .01
LEGS, 13, THIGHS, 14, .01
LEMONADE, 18, KOOL AID, 17, .01
LENIENT, 14, LAX, 6, .03
LENIENT, 14, LAID BACK, 12, .01
LENIENT, 14, SLACK, 14, .01
LESS, 12, LESSER, 11, .01
LESS, 12, NOT ENOUGH, 12, .01
LET, 14, THEM, 7, .03
LETTERS, 17, PAPERS, 10, .03
LETTERS, 17, SCARLET, 18, .01
LEVEL, 21, HEADED, 8, .04
LEVEL, 21, 42, 10, .02
LEVEL, 21, BALANCED, 15, .01
LEVEL, 21, UPPER, 22, .01
LIAR, 18, UNTRUSTWORTHY, 14, .02
LICENSE, 11, DRIVERS, 3, .17
LICENSE, 11, DRIVING, 6, .03
LICENSE, 11, SUSPENDED, 8, .02
LICK, 15, SUCKER, 11, .02
LIE, 18, DETECTOR, 9, .03
LIE, 18, FALSEHOOD, 18, .01
LIEUTENANT, 14, ARMED FORCES, 11, .01
LIFESTYLE, 16, GAY, 7, .03
LIFESTYLE, 16, CAREFREE, 13, .01
LIFT, 21, HEAVE, 14, .01
LIGHT, 12, FIXTURE, 10, .01
LIKE, 16, AS, 14, .01
LIME, 11, TEQUILA, 8, .03
LIME, 11, CORONA, 9, .02
LIMIT, 21, EXTEND, 12, .02
LIMIT, 21, BOUNDS, 13, .01
LIMIT, 21, EXCESS, 15, .01
LIMIT, 21, FIFTY-FIVE, 17, .01
LINE, 18, DOTTED, 15, .02
LINT, 16, BELLYBUTTON, 12, .01
LION, 15, DEN, 10, .02
LION, 15, MANE, 14, .02
LION, 15, TAMER, 16, .02
LIP, 13, CHAPPED, 7, .03
LIP, 13, GLOSS, 8, .03
LIPS, 13, HIPS, 10, .01
LIPSTICK, 11, GLOSS, 10, .01
LIQUID, 14, RUNNY, 14, .01
LIQUOR, 18, TEQUILA, 19, .01
LIST, 14, NAMES, 8, .04
LISTEN, 15, ATTENTIVE, 7, .03
LISTEN, 15, CLOSELY, 9, .02
LITERATURE, 9, SHAKESPEARE, 9, .01
LIVE, 18, IN PERSON, 11, .02
LIVER, 18, SPLEEN, 15, .02
LIVER, 18, PATE, 18, .01
LIZARD, 21, IGUANA, 10, .03
LIZARD, 21, CHAMELEON, 12, .02
LIZARD, 21, SALAMANDER, 19, .01
LOAD, 16, PICK-UP, 16, .01
LOBBY, 16, BELLMAN, 10, .01
LOBSTER, 23, MAINE, 18, .01
LOBSTER, 23, NEWBURG, 19, .01
LOCAL, 26, RESIDENCE, 10, .03
LOCAL, 26, RED NECK, 25, .01
LOCAL, 26, REGIONAL, 26, .01
LOCATION, 13, DESTINATION, 9, .01
LOCATION, 13, WHEREABOUT, 14, .01
LOCK, 14, UNLOCK, 8, .03
LODGE, 21, WEDGE, 16, .02
LODGE, 21, DODGE, 17, .01
LOFT, 15, STUDIO, 16, .01
LONDON, 11, ACCENT, 10, .01
LONG, 13, JOHNS, 5, .02
LOOK, 11, GAZE, 9, .01
LOOP, 12, LASSO, 11, .02
LOOSE, 7, BAGGY, 6, .02
LORD, 14, FLIES, 4, .05
LOSE, 11, MISPLACE, 9, .02
LOSER, 11, GEEK, 9, .02
LOSS, 14, EMPTINESS, 14, .02
LOST, 6, MISPLACE, 4, .03
LOST, 6, WON, 6, .02
LOTTERY, 11, FLAMINGO, 5, .02
LOUD, 11, BOISTEROUS, 7, .01
LOUD, 11, SHUT UP, 10, .01
LOVING, 15, HATING, 8, .02
LOVING, 15, COMPASSIONATE, 12, .01
LOYAL, 18, DISLOYAL, 13, .01
LUGGAGE, 15, MOVING, 11, .03
LUMP, 16, CYST, 9, .03
LUMP, 16, LYMPH, 17, .01
LUST, 8, INFATUATION, 8, .01
LUXURY, 22, CONDO, 12, .01
LUXURY, 22, ELEGANCE, 17, .01
LUXURY, 22, LINER, 20, .01
LUXURY, 22, SATISFACTION, 21, .01
MACHINE, 17, WASHABLE, 13, .02
MACHINE, 17, VENDING, 18, .01
MAD, 11, HATTER, 11, .01
MAGGOT, 17, FLIES, 13, .01
MAGIC, 23, JOHNSON, 12, .02
MAGIC, 23, MIRACLE, 18, .01
MAGIC, 23, PEAL, 20, .01
MAGIC, 23, POWERS, 21, .01
MAGIC, 23, SUPERNATURAL, 23, .01
MAGIC, 23, WOW, 24, .01
MAGICIAN, 12, AMAZING, 8, .02
MAGICIAN, 12, COPPERFIELD, 12, .01
MAGICIAN, 12, WOW, 13, .01
MAGNET, 13, POLES, 11, .02
MAGNET, 13, HORSESHOE, 12, .01
MAGNET, 13, REPEL, 14, .01
MAGNITUDE, 17, MULTITUDE, 10, .02
MAID, 20, HOUSEKEEPER, 13, .02
MAIL, 15, POST OFFICE, 8, .02
MAILBOX, 13, PO BOX, 10, .01
MAILBOX, 13, POST OFFICE, 12, .01
MAIN, 27, AUXILIARY, 19, .01
MAJORITY, 13, EVERYONE, 10, .02
MALARIA, 11, CHICKEN POX, 11, .01
MALT, 11, BALLS, 9, .02
MAMMAL, 18, MANATEE, 9, .04
MAMMAL, 18, WARM BLOODED, 19, .01
MANAGEMENT, 27, TRAINEE, 10, .03
MANAGEMENT, 27, ADMINISTRATION, 12, .02
MANAGEMENT, 27, COUNCIL, 20, .01
MANAGEMENT, 27, SUBORDINATES, 26, .01
MANAGEMENT, 27, UPPER, 28, .01
MANAGER, 17, TRAINEE, 17, .01
MANNER, 21, COURTEOUS, 15, .01
MANNER, 21, DISPOSITION, 16, .01
MANNER, 21, MANNERISMS, 18, .01
MANNER, 21, SPEAKING, 22, .01
MANNERS, 15, CONDUCT, 11, .01
MANNERS, 15, RESPECTABLE, 16, .01
MANSION, 12, MILLIONAIRE, 13, .01
MANUFACTURER, 24, ASSEMBLE, 11, .02
MANUFACTURER, 24, RETAILER, 14, .02
MANUFACTURER, 24, DISTRIBUTOR, 18, .01
MANUFACTURER, 24, FORD, 19, .01
MANUFACTURER, 24, WARRANTY, 23, .01
MANUFACTURER, 24, WHOLESALE, 24, .01
MAP, 16, ROUTE, 11, .02
MARBLE, 22, SLATE, 20, .01
MARBLE, 22, SWIRL, 22, .01
MARGARINE, 4, PARKAY, 3, .04
MARGARINE, 4, OLEO, 5, .01
MARIJUANA, 10, REEFER, 11, .01
MARINE, 17, CORPS, 14, .02
MARINES, 18, ARMED FORCES, 9, .02
MARINES, 18, SEMPER FI, 17, .01
MARK, 18, SLASH, 18, .01
MARKER, 20, HIGHLIGHTER, 5, .05
MARKER, 20, PERMANENT, 12, .03
MARKER, 20, BUOY, 17, .01
MARRIAGE, 19, VOWS, 10, .03
MARRIAGE, 19, COUNSELOR, 12, .02
MARRIAGE, 19, INSTITUTE, 18, .02
MARS, 13, ALIEN, 9, .04
MARSH, 13, EVERGLADES, 11, .01
MARY, 15, JANE, 3, .14
MARY, 15, JOSEPH, 9, .03
MARY, 15, JOE, 12, .02
MARY, 15, KAY, 13, .01
MARY, 15, POPPINS, 15, .01
MARY, 15, TOM, 16, .01
MASK, 12, VEIL, 13, .01
MASS, 19, BLOB, 14, .01
MASS, 19, GRAM, 16, .01
MASTER, 24, KARATE, 21, .01
MASTER, 24, MISTRESS, 22, .01
MASTERY, 20, PERFECTION, 5, .03
MASTERY, 20, SKILLFUL, 10, .02
MASTERY, 20, AGILE, 11, .01
MASTERY, 20, CONQUEROR, 14, .01
MASTERY, 20, WIZARD, 21, .01
MATTER, 25, ANTIMATTER, 7, .04
MATTER, 25, DOESN'T, 22, .01
MATURE, 15, INFANTILE, 13, .01
MAXIMUM, 14, OVERDRIVE, 4, .04
MAXIMUM, 14, HIGHEST, 7, .03
MAXIMUM, 14, OVERLOAD, 13, .01
MAYONNAISE, 17, CONDIMENT, 10, .03
MAYONNAISE, 17, CREAMY, 11, .02
MAYOR, 20, COUNCIL, 18, .01
MEAN, 18, GRUMPY, 13, .02
MEANING, 19, SYMBOLISM, 18, .01
MEASURE, 23, INCREMENT, 17, .01
MEDIA, 15, REPORTER, 8, .02
MEDIA, 15, LIES, 11, .01
MEDICATION, 14, PENICILLIN, 14, .01
MEDICINE, 27, PENICILLIN, 23, .01
MEEK, 16, MEAGER, 8, .03
MEEK, 16, SLIGHT, 12, .02
MEEK, 16, BLEAK, 15, .01
MELT, 17, PATTY, 17, .01
MEMBER, 18, BELONGING, 6, .03
MEMBER, 18, ONLY, 8, .03
MEMBER, 18, PARTICIPANT, 11, .02
MEMBER, 18, YMCA, 19, .01
MEMORY, 15, LAPSE, 9, .04
MESS, 18, PIG PEN, 11, .02
MESS, 18, CLUTTER, 14, .01
MESS, 18, UNORGANIZED, 19, .01
MESSAGE, 16, RECORDER, 14, .01
MESSY, 17, UNORGANIZED, 11, .02
MESSY, 17, CLUTTER, 13, .01
MESSY, 17, HANDWRITING, 16, .01
METEOR, 16, SATELLITE, 17, .01
METEORITE, 15, ALIENS, 8, .03
METER, 16, TIMER, 8, .04
METHOD, 13, MADNESS, 4, .04
MICE, 15, CINDERELLA, 13, .01
MICE, 15, EXPERIMENTS, 14, .01
MICROPHONE, 18, AMPLIFY, 9, .03
MICROPHONE, 18, RECORDER, 12, .02
MICROWAVE, 14, NUKE, 8, .03
MICROWAVE, 14, RADIATION, 10, .03
MICROWAVE, 14, CONVENIENT, 12, .01
MIDGET, 8, GIDGET, 7, .01
MIDNIGHT, 20, 12:00, 5, .06
MIDNIGHT, 20, DAYLIGHT, 13, .02
MIDNIGHT, 20, CURFEW, 16, .01
MILD, 20, SALSA, 11, .03
MILD, 20, MANNERED, 13, .02
MILITARY, 19, CAMOUFLAGE, 11, .01
MILK, 18, SKIM, 19, .01
MILL, 22, BORN, 16, .01
MILL, 22, RUN OF THE, 20, .01
MIND, 10, BOGGLING, 8, .01
MINE, 11, BELONGING, 8, .02
MINE, 11, OURS, 11, .01
MINER, 15, 49'ER, 8, .02
MINERAL, 12, NUTRIENT, 12, .01
MINK, 7, STOLE, 8, .01
MINOR, 13, INSIGNIFICANT, 11, .01
MINOR, 13, UNIMPORTANT, 14, .01
MINT, 24, GEL, 18, .01
MINT, 24, JULEP, 22, .01
MINTS, 13, JULEP, 11, .01
MINTS, 13, PEPPERMINT, 13, .01
MISERY, 19, GLOOM, 15, .01
MISERY, 19, SUFFER, 19, .01
MISS, 14, UNMARRIED, 9, .03
MISSES, 22, HITS, 2, .15
MISSES, 22, MISTERS, 3, .08
MISSES, 22, MR., 4, .06
MISSES, 22, LOSES, 5, .05
MISSES, 22, LADIES, 7, .03
MISSES, 22, MRS., 8, .03
MISSES, 22, MARRIED, 9, .02
MISSES, 22, GUESSES, 16, .01
MISSES, 22, JUNIORS, 17, .01
MISSES, 22, KISSES, 18, .01
MISSES, 22, LOVES, 19, .01
MISSES, 22, PETITE, 20, .01
MISSES, 22, SHOTS, 22, .01
MISSES, 22, STRIKES, 23, .01
MISSILE, 21, IRAQ, 11, .02
MISSILE, 21, CUBA, 13, .01
MISSILE, 21, PROJECTILE, 16, .01
MISSILE, 21, SADAM, 18, .01
MISSILE, 21, SCUD, 19, .01
MISSILE, 21, SILO, 21, .01
MISSING, 11, MILK CARTON, 11, .01
MISTREAT, 16, CRUELTY, 10, .01
MIX, 14, CHURN, 13, .01
MIXTURE, 20, CONCOCTION, 8, .03
MIXTURE, 20, HOMOGENEOUS, 12, .02
MIXTURE, 20, AMALGAM, 14, .01
MIXTURE, 20, INGREDIENTS, 16, .01
MIXTURE, 20, POTION, 17, .01
MOAT, 15, LOCHNESS MONSTER, 13, .01
MOLASSES, 16, GINGERBREAD, 14, .01
MOLD, 15, PENICILLIN, 11, .03
MOLE, 26, BLEMISH, 9, .03
MOLE, 26, BIRTHMARK, 13, .02
MOLE, 26, GROUNDHOG, 20, .01
MOLECULE, 8, DNA, 8, .01
MONARCH, 10, PATRIARCH, 8, .02
MONARCHY, 14, HIERARCHY, 13, .01
MONARCHY, 14, TOTALITARIAN, 15, .01
MONDAY, 17, MANIC, 11, .03
MONDAY, 17, SUCKS, 18, .01
MONEY, 19, CURRENCY, 17, .01
MONGOOSE, 8, RATTLESNAKE, 9, .02
MONK, 8, CELIBATE, 7, .02
MONKEY, 22, BARS, 17, .01
MONOPOLY, 11, BOARDWALK, 4, .04
MONOTONOUS, 12, REPETITIVE, 4, .03
MONOTONOUS, 12, THIS, 11, .01
MONOTONOUS, 12, TIRING, 12, .01
MONSTER, 22, BLOB, 15, .01
MONSTER, 22, BOOGIE, 16, .01
MONSTER, 22, HERMAN, 22, .01
MOOD, 17, MOODY, 17, .01
MOONLIGHT, 19, DAY LIGHT, 14, .01
MOONLIGHT, 19, SONATA, 18, .01
MOONLIGHT, 19, STROLL, 19, .01
MORE, 9, GREATER, 5, .03
MORON, 10, DORK, 6, .03
MORON, 10, IMBECILE, 9, .01
MOSS, 11, PEAT, 6, .03
MOSS, 11, FERN, 9, .02
MOSS, 11, GROWS, 11, .01
MOTEL, 13, SLEAZY, 6, .03
MOTION, 16, LOTION, 9, .03
MOTOR, 13, OUTBOARD, 13, .01
MOTORCYCLE, 20, MOPED, 15, .01
MOTORCYCLE, 20, NINJA, 17, .01
MOTORCYCLE, 20, SCOOTER, 19, .01
MOUNTAIN, 17, MOLEHILL, 8, .03
MOUNTAIN, 17, ROCKY, 9, .03
MOUNTAIN, 17, COLORADO, 11, .02
MOUSSE, 14, GEL, 5, .04
MOVE, 27, RELOCATE, 11, .02
MOVE, 27, TRANSFER, 12, .02
MOVE, 27, MOBILE, 16, .02
MOW, 7, CHOW, 7, .01
MOWER, 6, EDGER, 6, .01
MOWER, 6, RIDING, 7, .01
MUCH, 9, TOO, 9, .01
MUCH, 9, VERY, 10, .01
MUCK, 18, MIRE, 6, .03
MUCK, 18, RAKER, 13, .02
MUCK, 18, CRAP, 15, .01
MUG, 9, STEIN, 10, .02
MULE, 11, JACKASS, 8, .04
MUMMY, 15, PHARAOH, 12, .03
MURDERER, 19, BUNDY, 9, .02
MURDERER, 19, DEATH PENALTY, 13, .01
MURDERER, 19, RAPIST, 17, .01
MUSCLE, 22, STEROIDS, 14, .03
MUSCLE, 22, BICEPS, 16, .02
MUSEUM, 16, ARTIFACTS, 6, .03
MUSEUM, 16, OF SCIENCE AND IN, 8, .03
MUSEUM, 16, GALLERY, 12, .01
MUSEUM, 16, SMITHSONIAN, 16, .01
MUSHROOM, 22, TOADSTOOL, 15, .02
MUSHROOM, 22, SMURF, 20, .01
MUSHROOM, 22, STUFFED, 23, .01
MUSK, 11, MASCULINE, 10, .01
MUSK, 11, MISTY, 11, .01
MUSTARD, 10, GREY POUPON, 7, .02
MUSTY, 17, DANK, 6, .03
MUSTY, 17, MOTHBALLS, 8, .03
MUTE, 10, SPEECHLESS, 8, .02
MYSTERY, 19, HOLMES, 14, .02
MYSTERY, 19, INTRIGUE, 16, .01
MYSTERY, 19, SPOOKY, 17, .01
MYTH, 19, GODS, 19, .01
NAILS, 11, MANICURE, 7, .02
NAIVE, 15, INEXPERIENCED, 11, .02
NAIVE, 15, UNKNOWING, 12, .02
NAIVE, 15, SHELTERED, 15, .01
NAME, 20, NICKNAME, 14, .02
NAME, 20, NAMESAKE, 20, .01
NATION, 12, GROOVE, 11, .01
NATURAL, 25, ARTIFICIAL, 15, .01
NATURAL, 25, BEIGE, 16, .01
NATURAL, 25, ORGANIC, 23, .01
NAUSEOUS, 9, PREGNANT, 9, .01
NAUSEOUS, 9, QUEASY, 10, .01
NAVY, 10, ARMED FORCES, 10, .01
