TARGET, BSSQ, BSGQ, ESSQ*, ESGQ, BFQ, BFSS, BFSG, EFQ, EFSS, EFSG, TSS, TFR, TCON, TH, TPS, TMC, TPR, TRSG, TUC, TUI
SECOND*, 10, .01, 3, .25, , ¥, ¥, , ¥, ¥, 10, 373, 3.61, N, AJ, 1.22, .33, .156, 1, .90
SECRETARY, 10, 0.00, 8, 0.00, , ¥, ¥, , ¥, ¥, 21, 191, 5.58, , N, 2.67, .33, .027, 1, 1.00
SECURE, 10, 0.00, 7, 0.00, , ¥, ¥, , ¥, ¥, 19, 30, 2.40, G, AJ, 1.79, .32, .046, 1, 1.00
SEE, ¥, ¥, 33, .24, SE-, 5, .24, --E, 24, .16, 14, 772, 3.44, , V, 2.36, .86, .299, 1, 1.00
SEED, ¥, ¥, 26, .09, SE--, 15, .06, -E-D, 21, .10, 13, 41, 5.90, , N, 2.25, .33, .022, 1, .92
SEEK, ¥, ¥, 20, .08, SE--, 15, .06, , ¥, ¥, 5, 69, 3.71, , V, 1.00, .60, .079, 1, 1.00
SEEM, ¥, ¥, 17, .18, SE--, 15, .02, --EM, 6, .15, 15, 229, 2.20, , V, ¥, ¥, ¥, 0, .67
SELDOM, ¥, ¥, ¥, ¥, SEL---, 3, .22, , ¥, ¥, 16, 34, ¥, , AD, ¥, ¥, ¥, 0, .62
SELECT, 10, 0.00, ¥, ¥, SEL---, 3, .17, , ¥, ¥, 6, 23, ¥, , V, 1.20, .60, .043, 1, .83
SELF, 10, 0.00, ¥, ¥, SE--, 15, .06, , ¥, ¥, 13, 40, 4.33, , N, 1.50, .42, .025, 1, .92
SELFISH, 10, 0.00, 8, 0.00, SEL----, 5, .09, , ¥, ¥, 17, 8, ¥, , AJ, 1.86, .21, .010, 1, .82
SELL, ¥, ¥, 16, .09, SE--, 15, .20, -ELL, 7, .03, 14, 41, 3.38, , V, 2.36, .46, .194, 1, .79
SELLER, ¥, ¥, ¥, ¥, SEL---, 3, .36, ---LER, 16, .05, 12, 6, 4.05, , N, 1.10, .20, .294, 1, .83
SEND, ¥, ¥, 17, .15, SE--, 15, .01, , ¥, ¥, 15, 74, 3.08, , V, 2.67, .25, .019, 1, .80
SENSE, ¥, ¥, 20, .06, SEN--, 2, .35, -ENSE, 3, .51, 18, 311, 3.02, W, N, 1.06, .35, .011, 1, .94
SENSITIVE, 10, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 23, 59, ¥, G, AJ, 1.57, .13, .029, 1, 1.00
SENTENCE, 10, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 18, 34, 4.76, P, N, .81, .25, .038, 1, .89
SEPARATE, 10, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 10, 79, 3.38, , V, 1.33, .78, .086, 1, .90
SERIOUS, ¥, ¥, ¥, ¥, SER----, 5, .07, , ¥, ¥, 20, 116, 2.63, , AJ, .95, .11, .002, 1, .95
SERPENT, ¥, ¥, ¥, ¥, SER----, 5, .04, , ¥, ¥, 8, 2, 5.64, G, N, .86, .14, .010, 1, .88
SERVANT, ¥, ¥, ¥, ¥, SER----, 5, .29, ---VANT, 2, .39, 15, 19, 5.77, , N, 1.80, .33, .084, 1, 1.00
SERVER, ¥, ¥, ¥, ¥, S--VER, 6, .19, , ¥, ¥, 8, 3, ¥, , N, 1.62, .25, .058, 1, 1.00
SERVICE, ¥, ¥, ¥, ¥, SER----, 5, .36, , ¥, ¥, 13, 315, 2.85, , N, .77, .39, .004, 1, 1.00
SET, 10, .14, 19, .09, SE-, 5, .23, -ET, 10, .15, 23, 137, 3.05, N, V, .55, .27, .012, 1, .96
SEVEN*, 10, .03, 6, .23, , ¥, ¥, , ¥, ¥, 12, 113, ¥, , N, ¥, ¥, ¥, 0, .67
SEW, ¥, ¥, 35, .05, SE-, 5, .06, -EW, 8, .14, 21, 6, 4.33, , V, 3.10, .57, .102, 1, 1.00
SEX, 10, .45, ¥, ¥, S--, 15, .03, , ¥, ¥, 15, 84, 5.33, , N, 1.71, .57, .043, 1, .93
SEXY, ¥, ¥, ¥, ¥, SE--, 15, .04, , ¥, ¥, 21, 2, ¥, , AJ, 2.63, .11, .025, 1, .90
SHACK, 11, .06, 25, .01, , ¥, ¥, --ACK, 8, .02, 17, 1, ¥, , N, 1.19, .19, .013, 1, .94
SHADE, 6, .11, 23, 0.00, S-A-E, 20, .02, , ¥, ¥, 11, 28, 4.72, , N, 1.55, .46, .021, 1, 1.00
SHADOW, 11, .05, ¥, ¥, , ¥, ¥, , ¥, ¥, 18, 36, 4.94, , N, 1.24, .06, .001, 1, .94
SHAG, 11, .17, 18, 0.00, , ¥, ¥, , ¥, ¥, 10, 1, ¥, , N, .56, .22, .014, 1, .90
SHAKE, 6, .09, 20, .01, S-A-E, 20, 0.00, , ¥, ¥, 20, 17, 5.10, , V, 1.16, .32, .031, 1, .95
SHALLOW*, 11, .01, 9, .37, , ¥, ¥, , ¥, ¥, 10, 14, 3.19, , AJ, 1.00, .30, .125, 1, 1.00
SHAME, 6, .08, 15, .02, , ¥, ¥, --AME, 4, .20, 15, 21, 3.40, , N, 2.13, .47, .031, 1, 1.00
SHAMPOO, 11, 0.00, 32, 0.00, , ¥, ¥, , ¥, ¥, 7, 2, ¥, , N, 1.83, .50, .192, 1, .86
SHAPE, 6, .13, 13, .02, S-A-E, 20, .04, , ¥, ¥, 18, 85, 4.22, , N, 1.69, .63, .046, 1, .89
SHARE, ¥, ¥, 25, 0.00, , ¥, ¥, , ¥, ¥, 20, 98, ¥, N, N, 1.84, .05, .008, 1, .95
SHARK, ¥, ¥, 12, 0.00, SHAR-, 3, .14, , ¥, ¥, 20, 3, 5.98, , N, 1.95, .20, .098, 1, 1.00
SHARP, ¥, ¥, 4, .04, SH-R-, 6, .04, , ¥, ¥, 18, 72, 4.12, N, AJ, 2.24, .59, .108, 1, .94
SHATTER, 11, .01, 14, .01, , ¥, ¥, , ¥, ¥, 4, 2, 4.63, , V, 1.75, .50, .019, 1, 1.00
SHAVE, 6, .53, 16, .02, S-A-E, 20, .04, , ¥, ¥, 12, 6, 4.54, , N, .73, .55, .043, 1, .92
SHE, ¥, ¥, 33, .01, S--, 15, .25, --E, 24, .02, 5, 2859, 4.02, , P, 1.00, .40, .593, 1, 1.00
SHED, 7, .09, 20, 0.00, , ¥, ¥, , ¥, ¥, 26, 11, ¥, N, V, 1.04, .17, .006, 1, .92
SHEEP, ¥, ¥, 14, 0.00, , ¥, ¥, , ¥, ¥, 17, 23, 6.18, G, N, 2.12, .41, .149, 1, 1.00
SHEET, ¥, ¥, 17, 0.00, , ¥, ¥, , ¥, ¥, 8, 45, 5.46, G, N, 1.38, .50, .008, 1, 1.00
SHELF, 7, .03, ¥, ¥, , ¥, ¥, , ¥, ¥, 19, 12, ¥, , N, 2.12, .18, .009, 1, .89
SHELL, 7, .04, 16, .02, S---L, 17, .13, , ¥, ¥, 17, 22, 5.93, N, N, 1.88, .31, .010, 1, .94
SHELTER, 7, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 15, 70, 5.60, , N, 1.50, .21, .005, 1, .93
SHEPHERD, 7, .08, 9, 0.00, , ¥, ¥, , ¥, ¥, 13, 3, ¥, , N, .60, .10, .007, 1, .77
SHERIFF, 7, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 8, 20, 6.34, , N, 3.14, .29, .114, 1, .88
SHIELD, ¥, ¥, 12, .02, , ¥, ¥, , ¥, ¥, 15, 8, 5.13, , N, 1.00, .27, .035, 1, 1.00
SHIFT, ¥, ¥, 8, .05, , ¥, ¥, , ¥, ¥, 10, 41, ¥, P, V, 1.10, .30, .028, 1, 1.00
SHINE, ¥, ¥, 21, .01, , ¥, ¥, , ¥, ¥, 9, 5, 4.07, , V, 1.25, .75, .063, 1, .89
SHINGLE*, ¥, ¥, 6, .20, , ¥, ¥, , ¥, ¥, 8, 5, 5.88, , N, .75, .13, .072, 1, 1.00
SHIP, ¥, ¥, 20, .05, S---, 33, .02, --IP, 12, .12, 9, 83, 6.25, N, N, 2.22, .44, .085, 1, 1.00
SHIRT, ¥, ¥, 15, 0.00, SH-R-, 6, .18, , ¥, ¥, 17, 27, 6.05, , N, 3.00, .81, .201, 1, .94
SHIVER*, ¥, ¥, 7, .26, S--VER, 6, .02, , ¥, ¥, 8, 4, 4.24, , V, 1.29, .43, .019, 1, .88
SHOCK, ¥, ¥, 15, 0.00, , ¥, ¥, , ¥, ¥, 19, 31, 3.97, G, N, 1.00, .38, .040, 1, .84
SHOE, ¥, ¥, 32, .02, S---, 33, .19, , ¥, ¥, 14, 14, 5.96, , N, .64, .43, .271, 1, 1.00
SHOELACE, ¥, ¥, 14, 0.00, , ¥, ¥, , ¥, ¥, 7, 1, ¥, , N, 1.40, .20, 0.000, 1, .71
SHOES, ¥, ¥, 11, .01, , ¥, ¥, , ¥, ¥, 12, 44, 6.63, , N, ¥, ¥, ¥, 0, .75
SHOOT, ¥, ¥, 11, .06, , ¥, ¥, , ¥, ¥, 12, 27, 4.35, N, V, 2.17, .33, .108, 1, 1.00
SHOP, ¥, ¥, 16, .01, , ¥, ¥, , ¥, ¥, 14, 63, 5.00, , N, 1.92, .15, .100, 1, .93
SHORE, ¥, ¥, 28, .02, SH-R-, 6, .27, --ORE, 9, .13, 9, 61, 6.69, , N, 3.11, .33, .008, 1, 1.00
SHORT, ¥, ¥, 19, .01, SH-R-, 6, .06, , ¥, ¥, 9, 212, 4.57, , AJ, .86, .71, .414, 1, .78
SHOT, ¥, ¥, 8, 0.00, , ¥, ¥, , ¥, ¥, 13, 112, 4.57, N, V, 1.83, .17, .014, 1, .92
SHOUT, ¥, ¥, 19, .24, , ¥, ¥, , ¥, ¥, 6, 9, 4.60, , N, 2.17, .83, .062, 1, 1.00
SHOVE, ¥, ¥, 6, 0.00, SHO-E, 3, .22, , ¥, ¥, 2, 2, 3.62, , V, 0.00, .50, .394, 1, 1.00
SHOVEL, ¥, ¥, ¥, ¥, SHO---, 4, .05, , ¥, ¥, 13, 5, 5.68, , N, 1.54, .54, .055, 1, 1.00
SHOW, ¥, ¥, 35, .01, S---, 33, .02, --OW, 12, .08, 24, 287, 3.93, G, V, 1.52, .44, .046, 1, .96
SHOWER, ¥, ¥, 12, .04, SHO---, 5, .41, ----ER, 37, 5.00, 17, 15, 5.88, N, N, 1.76, .24, .040, 1, 1.00
SHRIMP, ¥, ¥, 9, .04, , ¥, ¥, , ¥, ¥, 15, 2, 6.25, , N, 1.80, .33, .041, 1, 1.00
SHRINK, ¥, ¥, 18, .01, , ¥, ¥, , ¥, ¥, 15, 5, 3.65, , V, ¥, ¥, ¥, 0, .67
SHRUB, ¥, ¥, 13, 0.00, , ¥, ¥, , ¥, ¥, 8, 1, ¥, , N, 2.86, .29, .033, 1, .88
SHUN, ¥, ¥, 16, .03, , ¥, ¥, --UN, 4, .13, 23, 1, ¥, , V, 1.79, .11, .006, 1, .83
SHUT, ¥, ¥, 15, .04, , ¥, ¥, , ¥, ¥, 7, 46, ¥, , V, 1.00, .29, .022, 1, 1.00
SHUTTER*, ¥, ¥, 11, .07, , ¥, ¥, , ¥, ¥, 14, 5, ¥, , N, 1.21, 0.00, 0.000, 1, 1.00
SHY, ¥, ¥, 25, 0.00, S--, 15, .02, , ¥, ¥, 16, 13, ¥, , AJ, 1.57, .50, .154, 1, .88
SICK, 11, .06, 21, .26, SI--, 19, .27, -ICK, 6, .28, 13, 51, 3.89, , AJ, 2.23, .92, .390, 1, 1.00
SICKLE, 11, 0.00, ¥, ¥, SI--LE, 5, .14, , ¥, ¥, 16, 0, 4.39, , N, .79, 0.00, 0.000, 1, .88
SICKNESS, 11, 0.00, 30, 0.00, , ¥, ¥, , ¥, ¥, 16, 6, 4.94, , N, 2.54, 0.00, 0.000, 1, .81
SIDE, 14, .20, 14, .04, SI--, 19, .07, -IDE, 6, .11, 19, 380, 3.85, T, N, .74, .11, .001, 1, 1.00
SIGHT, 14, .09, 19, .02, SI---, 11, .09, -IGHT, 8, .08, 8, 86, 3.84, G, N, 2.12, .63, .053, 1, 1.00
SIGN, 14, .08, 21, .05, SI--, 19, .12, , ¥, ¥, 15, 94, 5.16, N, N, 1.73, .33, .048, 1, 1.00
SIGNAL, 11, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 16, 63, 5.50, , N, 1.43, .21, .006, 1, .88
SILENT, 14, .02, 14, 0.00, , ¥, ¥, , ¥, ¥, 9, 49, ¥, , AJ, 1.00, .38, .034, 1, .89
SILK, ¥, ¥, 3, .24, SI--, 19, .07, --LK, 11, .06, 18, 12, 5.26, , N, 2.61, .44, .085, 1, 1.00
SILL, ¥, ¥, 15, .01, SI--, 19, .01, -ILL, 11, .08, 4, 4, 5.98, , N, .50, .25, .087, 1, 1.00
SILLY, 11, .01, ¥, ¥, SI---, 11, .12, , ¥, ¥, 16, 15, 2.57, , AJ, ¥, ¥, ¥, 0, .81
SILVER*, ¥, ¥, ¥, ¥, S--VER, 6, .37, , ¥, ¥, 14, 29, 5.36, , N, 1.71, .36, .303, 1, 1.00
SILVERWARE, 11, 0.00, 25, 0.00, , ¥, ¥, , ¥, ¥, 22, 0, ¥, , N, 2.95, .21, .002, 1, .86
SIMILAR, ¥, ¥, ¥, ¥, S-M-L-R, 3, .59, ---ILAR, 2, .32, 5, 157, 2.48, , AJ, 2.20, .80, .073, 1, 1.00
SIMPLE*, 11, .01, 3, .32, SI--LE, 5, .15, -IMPLE, 3, .70, 7, 161, 2.98, G, AJ, 1.14, .43, .054, 1, 1.00
SIN, ¥, ¥, 18, .13, , ¥, ¥, -IN, 7, .17, 13, 67, 2.60, , N, 1.58, .17, .006, 1, .92
SINCERITY, 11, 0.00, 9, 0.00, , ¥, ¥, , ¥, ¥, 14, 13, ¥, , N, 2.27, 0.00, 0.000, 1, .79
SING, 11, .01, 25, .32, SI--, 19, .04, -ING, 7, .47, 17, 34, 4.12, , V, 2.69, .50, .182, 1, .94
SINGER, 11, 0.00, ¥, ¥, , ¥, ¥, ----ER, 37, .02, 20, 10, 6.35, , N, 2.47, .33, .022, 1, .75
SINGLE*, 11, 0.00, 6, .11, SI--LE, 5, .18, , ¥, ¥, 11, 172, ¥, , AJ, .78, .67, .038, 1, .82
SINK, 11, .01, 18, .13, SI--, 19, .01, -INK, 8, .32, 18, 23, 5.80, N, V, 1.94, .59, .050, 1, .94
SINUS, 14, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 15, 1, ¥, , N, ¥, ¥, ¥, 0, .80
SIP, 11, .18, 20, .06, , ¥, ¥, -IP, 8, .15, 16, 2, ¥, , V, 2.53, .20, .018, 1, .94
SIREN, 14, .02, ¥, ¥, SI---, 11, .07, --REN, 2, .21, 17, 1, 5.16, , N, 2.00, .07, .009, 1, .82
SISTER, 11, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 16, 38, 5.71, , N, 2.71, .50, .424, 1, .88
SIT, 11, .30, 13, .24, S--, 15, .05, -IT, 10, .23, 14, 67, 4.33, , V, 1.17, .58, .230, 1, .86
SITE, 14, .01, 19, .01, SI--, 19, .09, , ¥, ¥, 20, 64, 4.50, , N, 1.45, .20, .013, 1, 1.00
SIX, ¥, ¥, 16, .05, , ¥, ¥, , ¥, ¥, 8, 220, ¥, , N, 1.14, .57, .028, 1, .88
SIZE, 14, .04, 31, .04, SI--, 19, .04, , ¥, ¥, 11, 138, 3.50, , N, 1.55, .27, .005, 1, 1.00
SKATE, ¥, ¥, 25, .01, , ¥, ¥, --ATE, 8, .03, 14, 1, 5.50, , N, ¥, ¥, ¥, 0, .71
SKETCH, ¥, ¥, 7, .62, , ¥, ¥, , ¥, ¥, 8, 16, 5.31, G, N, 2.38, .25, .091, 1, 1.00
SKI, ¥, ¥, 33, .02, , ¥, ¥, , ¥, ¥, 13, 5, 5.77, , N, .62, .39, .026, 1, 1.00
SKILL, ¥, ¥, 15, 0.00, S---L, 17, .05, , ¥, ¥, 21, 42, 3.24, , N, 2.05, .19, .024, 1, 1.00
SKIN, ¥, ¥, 18, .02, S---, 33, 0.00, --IN, 12, .14, 23, 47, 6.96, , N, 1.55, .41, .028, 1, .96
SKIP, ¥, ¥, 20, .06, , ¥, ¥, --IP, 12, .08, 10, 5, 3.85, , V, .90, .20, .059, 1, 1.00
SKIRT, ¥, ¥, 15, .01, , ¥, ¥, , ¥, ¥, 15, 21, 6.28, N, N, 3.07, .50, .071, 1, .93
SKULL, ¥, ¥, 9, .04, S-U--, 20, .02, , ¥, ¥, 9, 3, 5.29, , N, .88, .25, .006, 1, .89
SKUNK, ¥, ¥, 18, .10, , ¥, ¥, , ¥, ¥, 5, 1, 6.44, , N, 1.20, .40, .044, 1, 1.00
SKY, ¥, ¥, 25, .02, , ¥, ¥, --Y, 24, .01, 12, 58, 5.32, , N, 1.18, .82, .232, 1, .92
SKYSCRAPER, ¥, ¥, 9, 0.00, , ¥, ¥, , ¥, ¥, 8, 2, 6.14, , N, 1.88, .25, .009, 1, 1.00
SLAB, 10, .27, 18, .03, SL--, 17, .01, , ¥, ¥, 17, 9, 5.06, N, N, 2.06, .13, .007, 1, .94
SLACKS, 10, .04, 21, .01, , ¥, ¥, , ¥, ¥, 8, 7, 6.78, , N, 2.62, .75, .012, 1, 1.00
SLANDER, 10, .01, 11, .05, , ¥, ¥, , ¥, ¥, 24, 1, 3.35, , N, 1.52, .05, .007, 1, .88
SLAP, 10, .53, 20, .03, SL--, 14, .07, --AP, 13, .10, 15, 2, 4.75, , V, 1.36, .14, .008, 1, .93
SLAVE, 6, .35, 16, .07, , ¥, ¥, , ¥, ¥, 18, 30, 6.38, , N, ¥, ¥, ¥, 0, .78
SLAY, 6, .12, 26, .01, SL--, 14, .02, , ¥, ¥, 6, 3, 4.07, G, V, 1.17, 0.00, 0.000, 1, 1.00
SLEEP, ¥, ¥, 14, .16, , ¥, ¥, , ¥, ¥, 10, 65, 4.74, , N, 1.50, .80, .253, 1, 1.00
SLEEVE, ¥, ¥, 15, .11, , ¥, ¥, , ¥, ¥, 10, 11, 5.61, , N, 1.90, .20, .024, 1, 1.00
SLEIGH, 6, .41, 26, 0.00, , ¥, ¥, , ¥, ¥, 9, 0, 6.00, , N, ¥, ¥, ¥, 0, .67
SLENDER, ¥, ¥, ¥, ¥, SLEN---, 1, .82, --ENDER, 3, .25, 17, 19, 3.35, , AJ, 3.18, .06, .003, 1, 1.00
SLICE, ¥, ¥, 15, .02, , ¥, ¥, , ¥, ¥, 13, 13, 4.23, , V, 1.33, .25, .010, 1, .92
SLICK, 8, .09, 21, .05, , ¥, ¥, --ICK, 9, .10, 13, 7, ¥, , AJ, 1.25, .25, .011, 1, .92
SLIDE, ¥, ¥, 12, .06, , ¥, ¥, --IDE, 8, .09, 19, 20, 4.93, N, V, 1.18, .24, .021, 1, .89
SLIM, 8, 0.00, 17, .06, SL--, 11, .03, --IM, 8, .14, 7, 20, 3.22, , AJ, 2.29, .43, .018, 1, 1.00
SLIME, ¥, ¥, 12, .06, , ¥, ¥, , ¥, ¥, 15, 0, 5.32, , N, ¥, ¥, ¥, 0, .80
SLING, ¥, ¥, 25, .04, , ¥, ¥, --ING, 13, .03, 12, 1, ¥, N, N, .60, 0.00, 0.000, 1, .83
SLIP, 8, .71, 20, .02, SL--, 14, .19, --IP, 12, .06, 8, 19, 4.32, N, V, .50, .25, .013, 1, 1.00
SLIPPERS, 8, .02, ¥, ¥, , ¥, ¥, , ¥, ¥, 8, 7, 5.74, , N, .88, .13, .007, 1, 1.00
SLIPPERY, 8, .04, ¥, ¥, , ¥, ¥, , ¥, ¥, 7, 5, 3.83, G, AJ, .29, .29, .012, 1, 1.00
SLITHER, 8, .03, ¥, ¥, , ¥, ¥, , ¥, ¥, 8, 0, 3.38, , V, .33, .17, .039, 1, .75
SLIVER, ¥, ¥, 7, .01, S--VER, 6, .17, , ¥, ¥, 18, 0, ¥, , N, 2.06, .06, .001, 1, .94
SLOB, ¥, ¥, 16, .03, SLO-, 4, .11, --OB, 6, .29, 14, 4, 4.42, , N, 1.85, .39, .013, 1, .93
SLOPE, ¥, ¥, 11, 0.00, SLO--, 8, .37, --OPE, 4, .33, 14, 19, ¥, , N, 1.83, .33, .020, 1, .86
SLOW, ¥, ¥, 35, .05, SLO-, 4, .59, --OW, 12, .03, 11, 60, 2.89, , AJ, .50, .50, .369, 1, .91
SLUG, ¥, ¥, 16, .01, SL--, 14, .31, --UG, 7, .25, 15, 10, ¥, N, N, 1.36, .07, .007, 1, .93
SLUICE, ¥, ¥, 8, 0.00, , ¥, ¥, , ¥, ¥, 3, 2, 4.06, , N, ¥, ¥, ¥, 0, 0.00
SLUM, ¥, ¥, 18, .01, , ¥, ¥, --UM, 6, .10, 20, 8, 4.50, , N, 2.06, .11, .023, 1, .90
SLY, ¥, ¥, 25, .02, , ¥, ¥, , ¥, ¥, 12, 5, 2.37, , AJ, ¥, ¥, ¥, 0, .67
SMALL, ¥, ¥, 15, .02, S---L, 17, .02, , ¥, ¥, 9, 542, 3.98, , AJ, 1.88, .88, .427, 1, .89
SMART, ¥, ¥, 12, .05, , ¥, ¥, --ART, 5, .15, 14, 21, 3.00, T, V, 2.00, .77, .262, 1, .93
SMASH, ¥, ¥, 18, .03, , ¥, ¥, , ¥, ¥, 20, 4, 3.88, , V, 2.32, .26, .015, 1, .95
SMEAR, ¥, ¥, 22, .01, , ¥, ¥, , ¥, ¥, 21, 2, 3.51, G, V, 1.50, .25, .089, 1, .76
SMELL, ¥, ¥, 16, .08, S---L, 17, .02, , ¥, ¥, 13, 34, 4.40, , V, 1.54, .77, .284, 1, 1.00
SMELT, ¥, ¥, 7, .04, , ¥, ¥, , ¥, ¥, 16, 3, 4.64, T, N, 1.67, 0.00, 0.000, 1, .94
SMILE, ¥, ¥, 15, .14, , ¥, ¥, , ¥, ¥, 12, 58, 5.12, , N, 1.45, .64, .155, 1, .92
SMOG, ¥, ¥, 13, .02, , ¥, ¥, , ¥, ¥, 15, 1, 5.35, , N, 2.00, .33, .047, 1, 1.00
SMOKE, ¥, ¥, 16, .11, , ¥, ¥, --OKE, 6, .19, 11, 41, 5.16, , N, .73, .64, .162, 1, 1.00
SMOKING, ¥, ¥, 25, 0.00, , ¥, ¥, ---KING, 24, .03, 17, 8, ¥, , V, 2.27, .07, .002, 1, .88
SMUDGE, ¥, ¥, 10, .02, , ¥, ¥, , ¥, ¥, 11, 1, 4.15, , V, 2.40, .10, .087, 1, .91
SNACK, ¥, ¥, 25, .01, SNA--, 6, .08, --ACK, 8, .05, 18, 9, ¥, , N, 2.82, .24, .009, 1, .94
SNAIL, 3, .07, 28, .01, SNA--, 6, .27, , ¥, ¥, 8, 1, 5.75, , N, .50, .63, .057, 1, 1.00
SNAKE, 3, .86, 20, .02, SNA--, 6, .35, , ¥, ¥, 21, 44, 6.48, G, N, .95, .53, .143, 1, .90
SNAP, ¥, ¥, 20, 0.00, , ¥, ¥, --AP, 13, .19, 16, 12, 4.11, T, V, .80, .33, .040, 1, .94
SNATCH, ¥, ¥, 10, .01, , ¥, ¥, , ¥, ¥, 10, 4, ¥, , V, 1.22, .11, .018, 1, .90
SNEAK, ¥, ¥, 23, 0.00, , ¥, ¥, --EAK, 8, .07, 24, 2, ¥, , V, ¥, ¥, ¥, 0, .75
SNEEZE, ¥, ¥, 21, .12, , ¥, ¥, --EEZE, 3, .04, 13, 3, 5.51, , V, 1.50, .75, .099, 1, .92
SNIFF, ¥, ¥, 12, .05, , ¥, ¥, , ¥, ¥, 12, 2, ¥, , V, ¥, ¥, ¥, 0, .83
SNOB, ¥, ¥, 16, .01, , ¥, ¥, --OB, 6, .07, 18, 1, 3.75, , N, ¥, ¥, ¥, 0, .78
SNOOZE, ¥, ¥, 11, .04, , ¥, ¥, , ¥, ¥, 9, 0, ¥, , V, 1.22, .22, .012, 1, 1.00
SNORE, ¥, ¥, 28, .01, , ¥, ¥, --ORE, 9, .02, 11, 0, 4.00, , V, 1.20, 0.00, 0.000, 1, .91
SNOW, ¥, ¥, 35, .02, S---, 33, .02, --OW, 12, .01, 14, 59, 6.05, , N, .85, .62, .060, 1, .93
SNUGGLE, ¥, ¥, 4, .09, , ¥, ¥, , ¥, ¥, 16, 0, ¥, , V, 1.77, .15, .011, 1, .81
SOAK, ¥, ¥, 16, .08, SO--, 19, .03, , ¥, ¥, 16, 18, 4.03, , V, 2.56, .19, .048, 1, 1.00
SOAP, ¥, ¥, 11, .04, SO--, 19, .24, --AP, 13, .07, 22, 22, 5.77, , N, 1.76, .48, .055, 1, .95
SOAR, ¥, ¥, 28, .05, SO--, 19, .02, --AR, 12, .02, 14, 0, 3.62, , V, 1.93, .14, .018, 1, 1.00
SOB, 13, .01, 16, .01, , ¥, ¥, -OB, 7, .14, 4, 0, 4.21, , V, 1.25, .25, .049, 1, 1.00
SOCK, ¥, ¥, 15, .01, SO--, 19, .05, , ¥, ¥, 8, 4, 5.46, N, N, 1.00, .38, .135, 1, 1.00
SOCKET, 13, 0.00, 19, 0.00, , ¥, ¥, ----KET, 11, .05, 13, 3, 5.90, , N, 1.62, .31, .029, 1, 1.00
SOCKS, 13, 0.00, 14, .03, , ¥, ¥, , ¥, ¥, 4, 7, 5.46, G, N, 1.25, .75, .202, 1, 1.00
SODA, ¥, ¥, ¥, ¥, SO--, 19, .10, , ¥, ¥, 12, 3, 5.96, , N, 1.80, .70, .227, 1, .83
SOFA, ¥, ¥, ¥, ¥, SO--, 19, .01, , ¥, ¥, 10, 6, 6.25, , N, 2.56, .33, .107, 1, .90
SOFT, 13, .36, 6, .10, SO--, 19, .02, , ¥, ¥, 19, 61, 4.10, G, AJ, 1.39, .72, .314, 1, .95
SOIL, ¥, ¥, 10, .09, SO--, 19, .04, --IL, 17, .04, 6, 54, 5.70, G, N, 1.33, .67, .043, 1, 1.00
SOLE, ¥, ¥, 19, 0.00, SO--, 19, .03, -OLE, 6, .06, 9, 18, 4.47, N, N, 1.00, 0.00, 0.000, 1, .89
SOLID, 13, 0.00, ¥, ¥, SOL--, 5, .32, , ¥, ¥, 17, 77, 4.98, G, AJ, .81, .38, .021, 1, .94
SOLO, ¥, ¥, ¥, ¥, SO--, 19, .02, , ¥, ¥, 15, 7, ¥, , N, ¥, ¥, ¥, 0, .80
SOLUTION, 13, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 11, 59, 3.10, , N, 1.91, .36, .069, 1, 1.00
SOLVE, 13, 0.00, ¥, ¥, SOL--, 5, .06, , ¥, ¥, 18, 20, ¥, , V, 1.65, .18, .062, 1, .94
SOME, ¥, ¥, 18, .05, SO--, 19, .02, , ¥, ¥, 16, 1594, 2.79, , AJ, 2.00, .27, .012, 1, .94
SOMETHING, 20, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 11, 450, 2.68, , P, 2.00, .63, .096, 1, .73
SON, 20, 0.00, 16, 0.00, S--, 15, .02, , ¥, ¥, 6, 166, 6.38, , N, 1.50, .33, .267, 1, 1.00
SONG, 13, .01, 12, .06, SO--, 19, 0.00, -ONG, 8, .10, 16, 70, 5.04, , N, 1.57, .57, .163, 1, .88
SOON, ¥, ¥, 22, .05, , ¥, ¥, -OON, 6, .18, 14, 1, 2.54, , AD, ¥, ¥, ¥, 0, .93
SOOT, ¥, ¥, ¥, ¥, , ¥, ¥, -OOT, 7, .07, 14, 1, 5.51, , N, 2.00, .07, .008, 1, 1.00
SORE, ¥, ¥, 28, .02, SO--, 19, .01, -ORE, 8, .15, 17, 10, 4.77, T, AJ, 1.64, .36, .008, 1, .82
SORRY, ¥, ¥, ¥, ¥, , ¥, ¥, -OR-Y, 11, .24, 17, 48, 2.68, G, AJ, 2.06, .44, .134, 1, .94
