TARGET, K&F FREQ, Accessibility Index
OWL, 2, 4
OVERLOOK, 0, 4
DISBELIEF, 6, 4
DISCOVERY, 45, 4
OFFENSE, 8, 4
ALLY, 0, 4
DIVING, 5, 4
ALMOND, 1, 4
ALLERGY, 1, 4
VISIT, 109, 4
ALLIGATOR, 4, 4
DODGE, 0, 4
DISRUPT, 0, 4
ORANGE JUICE, 0, 4
ORGANISM, 0, 4
VINE, 4, 4
OPENER, 6, 4
ON TIME, 0, 4
OPPOSE, 0, 4
OPPONENT, 13, 4
ENLARGE, 0, 4
MIRAGE, 0, 4
WORN, 23, 4
WORST, 34, 4
X, 0, 4
ENTERTAINMENT, 29, 4
MINT, 7, 4
WORTHY, 0, 4
ENDLESS, 20, 4
MIXER, 0, 4
ACNE, 0, 4
ENDING, 31, 4
ABSTRACT, 34, 4
ENGAGEMENT, 22, 4
WINDSHIELD, 0, 4
WIT, 20, 4
ESTIMATE, 39, 4
ZEBRA, 1, 4
YEARN, 1, 4
MERCHANDISE, 0, 4
MEEK, 10, 4
ZIPPER, 1, 4
MELODY, 31, 4
ETIQUETTE, 3, 4
XEROX, 0, 4
YAWN, 2, 4
ENTHUSIASTIC, 0, 4
MILDEW, 1, 4
MEXICAN, 0, 4
ERODE, 4, 4
MICROPHONE, 4, 4
ERA, 30, 4
ENCOURAGE, 0, 4
MULE, 4, 4
WEEKLY, 24, 4
WEEKDAY, 0, 4
WEEKEND, 27, 4
MOWER, 0, 4
MOW, 0, 4
EDITOR, 77, 4
MUFFIN, 1, 4
WEDNESDAY, 35, 4
MUSH, 0, 4
EARS, 38, 4
ADULTS, 23, 4
MUSCLES, 0, 4
MURDERER, 19, 4
ECSTATIC, 0, 4
ADORE, 2, 4
MONUMENT, 29, 4
EMERALD, 3, 4
MOODY, 0, 4
ELSE, 0, 4
WIDTH, 19, 4
ENCLOSE, 0, 4
WICKED, 9, 4
EMPATHY, 1, 4
MOUNTAINS, 0, 4
ELDERLY, 13, 4
ADDRESS, 77, 4
EINSTEIN, 3, 4
ELF, 0, 4
WHORE, 0, 4
ELECT, 8, 4
ELEVEN, 0, 4
DIMINISH, 3, 4
PLEAD, 5, 4
DEFINITE, 0, 4
PERFORM, 29, 4
UNKNOWING, 0, 4
DEFINE, 27, 4
DETERMINED, 0, 4
PEANUTS, 5, 4
APPLIANCE, 5, 4
PISSED, 0, 4
PINE, 14, 4
PLUM, 1, 4
DIAPER, 3, 4
PATIENCE, 22, 4
UPSTAIRS, 28, 4
PATROL, 25, 4
PLEDGE, 3, 4
DEPRESSION, 24, 4
DETERMINATION, 0, 4
PECAN, 1, 4
USSR, 0, 4
PLAQUE, 2, 4
USEFUL, 0, 4
PEEL, 3, 4
PEER, 8, 4
PEDAL, 4, 4
PEDESTRIAN, 6, 4
DESIGNER, 18, 4
VAGRANT, 1, 4
PERCEIVE, 13, 4
UNCOMMON, 8, 4
UNDECIDED, 0, 4
PLASTER, 23, 4
URINE, 0, 4
PITCHER, 21, 4
PLAID, 1, 4
PASTE, 10, 4
POET, 99, 4
DAZE, 0, 4
TWIG, 1, 4
DIGEST, 3, 4
PASTURE, 14, 4
PETALS, 4, 4
DID, 0, 4
DEAR, 0, 4
PASTRY, 4, 4
VALOR, 1, 4
VAULT, 2, 4
VAST, 61, 4
VEIN, 25, 4
UNWANTED, 0, 4
DEMONSTRATION, 0, 4
DENSITY, 0, 4
PARTS, 0, 4
DENSE, 9, 4
PICKY, 0, 4
UNTRUTHFUL, 0, 4
PIMPLE, 0, 4
PESTER, 0, 4
DEPENDENT, 40, 4
DIARY, 4, 4
PAT, 35, 4
POCKETBOOK, 3, 4
IMPROVE, 0, 3
WHINE, 0, 3
SUPERMARKET, 1, 3
UNITED, 482, 3
HAUGHTY, 2, 3
SUSPICIOUS, 0, 3
TRESPASS, 0, 3
TRIBE, 4, 3
WHEELCHAIR, 0, 3
UNIMPORTANT, 0, 3
SURVEY, 37, 3
TREMBLE, 0, 3
TREND, 46, 3
UNORGANIZED, 0, 3
UNLOCK, 0, 3
HARE, 1, 3
HASTE, 0, 3
UNSTABLE, 0, 3
TROLL, 0, 3
IMMORAL, 5, 3
WENT, 0, 3
TROPHY, 8, 3
WIGGLE, 1, 3
WHISKERS, 3, 3
UNMARRIED, 0, 3
IMITATE, 5, 3
TRIUMPH, 22, 3
YEARLY, 12, 3
TURF, 0, 3
TUMOR, 17, 3
INFLUENCE, 132, 3
STONED, 2, 3
INFLATE, 0, 3
TWILIGHT, 4, 3
TYPICAL, 0, 3
TYPIST, 0, 3
TULIP, 4, 3
STRICKEN, 0, 3
HITLER, 0, 3
INFATUATION, 0, 3
HANDICAPPED, 0, 3
STEEP, 13, 3
STEEPLE, 9, 3
STATISTICS, 22, 3
HOBO, 1, 3
TWICE, 74, 3
TWELVE, 48, 3
YOLK, 1, 3
YEARS, 8, 3
TUSK, 3, 3
STENCH, 1, 3
HANDKERCHIEF, 9, 3
STIMULUS, 0, 3
UNEVEN, 6, 3
WIZARD, 0, 3
SUDS, 9, 3
UNEMPLOYMENT, 16, 3
INCORRECT, 5, 3
INCOMPETENT, 0, 3
SUFFER, 0, 3
SUNRISE, 10, 3
TROUT, 4, 3
HIP, 10, 3
SUNDAE, 0, 3
HARBOR, 37, 3
UNFINISHED, 0, 3
INDIANS, 0, 3
STUFFED, 0, 3
TUESDAY, 59, 3
HANGOVER, 0, 3
STROLL, 0, 3
WRESTLING, 1, 3
STUFFY, 0, 3
INDECISIVE, 0, 3
UMPIRE, 1, 3
SUBMERGE, 0, 3
STUMBLE, 1, 3
STUNT, 0, 3
WORTHLESS, 3, 3
HIGHER, 0, 3
TERRORIST, 0, 3
HECTIC, 3, 3
HEDGE, 2, 3
HESITATE, 10, 3
TIRING, 0, 3
TERROR, 25, 3
VIOLA, 11, 3
VINEGAR, 9, 3
TEXAS, 0, 3
HUNTING, 34, 3
TIGHTS, 0, 3
VIOLET, 7, 3
TITANIC, 0, 3
VISITOR, 13, 3
TELESCOPE, 4, 3
TEMPORARY, 0, 3
VOODOO, 2, 3
HYGIENE, 3, 3
VAGUE, 25, 3
TOMBSTONE, 2, 3
VAIN, 10, 3
HOST, 47, 3
TENDER, 11, 3
TEPEE, 0, 3
TEQUILA, 0, 3
TIGHTEN, 0, 3
HERITAGE, 21, 3
VETERAN, 27, 3
VESSEL, 16, 3
VICE, 41, 3
HUMID, 1, 3
VIBRANT, 0, 3
HER, 3037, 3
THIRD, 190, 3
VENOM, 2, 3
VAN, 32, 3
VERIFY, 0, 3
THERMOMETER, 10, 3
HOURLY, 0, 3
VALENTINE, 2, 3
TIED, 0, 3
TIDE, 11, 3
HUNK, 0, 3
HELD, 0, 3
HELIUM, 15, 3
VALID, 0, 3
THAW, 6, 3
VILLAGE, 72, 3
THAT, 0, 3
HUNG, 65, 3
HUNDRED, 171, 3
TONIC, 1, 3
HAWK, 14, 3
TABLET, 3, 3
TABOO, 3, 3
TRANSPARENT, 13, 3
T-BONE, 0, 3
TRANQUIL, 2, 3
TAKE OFF, 0, 3
WATT, 2, 3
IGNORANCE, 0, 3
UPS, 0, 3
HAYSTACK, 1, 3
TACTFUL, 2, 3
UPDATE, 1, 3
TREATMENT, 127, 3
TRAVELER, 0, 3
UNWILLING, 0, 3
SWEETHEART, 9, 3
IMAGINARY, 0, 3
SWIFT, 32, 3
TRANSPLANT, 2, 3
HOPEFUL, 0, 3
SYNOPSIS, 0, 3
WED, 2, 3
TRANSPORT, 0, 3
SYNONYM, 0, 3
TAKEN, 0, 3
ICEBERG, 0, 3
HICK, 0, 3
TAXI, 16, 3
TARZAN, 4, 3
TAXES, 45, 3
WADDLE, 0, 3
TECHNICIAN, 6, 3
TECHNIQUE, 60, 3
HYPERACTIVE, 0, 3
VOYAGE, 17, 3
TOO MUCH, 0, 3
VOW, 2, 3
ICING, 1, 3
TOUCHY, 1, 3
IDENTITY, 55, 3
WARMER, 4, 3
URBAN, 0, 3
WASP, 2, 3
TOURIST, 16, 3
HOROSCOPE, 1, 3
WAND, 1, 3
ID, 0, 3
TORTOISE, 3, 3
IDENTIFY, 0, 3
HORNS, 0, 3
STATES, 0, 3
LIVING ROOM, 1, 3
PERFORMER, 0, 3
PERSEVERANCE, 0, 3
PICK UP, 3, 3
PHILOSOPHY, 86, 3
PENGUIN, 0, 3
PEBBLE, 1, 3
PENICILLIN, 0, 3
PERCEPTION, 29, 3
PEP, 0, 3
PICK-UP, 0, 3
PLANETS, 1, 3
PISTON, 7, 3
LINGERIE, 2, 3
LINEN, 6, 3
PLANTERS, 0, 3
LISTENER, 0, 3
LITER, 0, 3
PIERCE, 0, 3
PISCES, 0, 3
PINT, 13, 3
PANTY, 0, 3
PALACE, 38, 3
PARADE, 25, 3
PARTIAL, 0, 3
PARROT, 1, 3
OVERBEARING, 0, 3
OUTSPOKEN, 0, 3
OVERLOAD, 0, 3
PAIR, 50, 3
OX, 5, 3
PARTICIPATE, 22, 3
PATIO, 2, 3
LOLLIPOP, 0, 3
PAUSE, 21, 3
LODGE, 19, 3
LOFT, 2, 3
PARTICULAR, 0, 3
PARTICLE, 0, 3
PASS OUT, 0, 3
LONER, 0, 3
LOOP, 21, 3
LINCOLN, 0, 3
PRIVACY, 0, 3
PRISS, 0, 3
LEO, 7, 3
PRODUCTION, 148, 3
PROBABILITY, 36, 3
PREFER, 27, 3
PREACH, 0, 3
PRESTIGE, 29, 3
PRICKLY, 2, 3
PREVIEW, 1, 3
LEISURE, 0, 3
PROTESTANT, 51, 3
PROTEIN, 21, 3
PROWL, 0, 3
PSYCHO, 0, 3
PSYCHIATRIST, 0, 3
PROFESSION, 8, 3
PRODUCTS, 0, 3
PROSE, 14, 3
PROTECTOR, 0, 3
PROSPER, 3, 3
PLUSH, 3, 3
LIMBER, 0, 3
LILY, 1, 3
LIGHTER, 10, 3
LIKELY, 0, 3
LIMOUSINE, 4, 3
LIMP, 12, 3
PLATES, 23, 3
PLEA, 0, 3
PLAYBOY, 0, 3
LIGHT BULB, 0, 3
LICE, 2, 3
POSSESS, 16, 3
POTTERY, 16, 3
POW, 0, 3
POUCH, 2, 3
PONY, 10, 3
POLYESTER, 5, 3
PORCELAIN, 2, 3
POSE, 0, 3
PORCUPINE, 1, 3
MORALITY, 0, 3
MONOPOLY, 14, 3
MOSS, 9, 3
MOTIVE, 0, 3
MOTH, 1, 3
MOCK, 0, 3
MITTEN, 2, 3
MOLE, 4, 3
MONITOR, 0, 3
MONA LISA, 0, 3
MOUSSE, 0, 3
MUSCULAR, 0, 3
MUNDANE, 0, 3
MUSTACHE, 1, 3
MYSTERIOUS, 0, 3
MY, 0, 3
MUCK, 1, 3
MARRIED, 0, 3
MUGGY, 0, 3
MUNCH, 1, 3
MARINES, 11, 3
METEOR, 3, 3
MERCY, 0, 3
METICULOUS, 1, 3
MIGHT, 672, 3
MIDGET, 0, 3
MEDICATION, 2, 3
MEDIEVAL, 18, 3
MEDIA, 13, 3
MERCURY, 0, 3
MEMORIAL, 23, 3
MILLION, 204, 3
MISTRUST, 0, 3
MISSILE, 48, 3
MISTY, 0, 3
MISUNDERSTAND, 0, 3
MATTRESS, 0, 3
MINISTER, 61, 3
MINDED, 3, 3
MCDONALD'S, 0, 3
MISER, 0, 3
MINUTES, 196, 3
MANUAL, 0, 3
LUMP, 7, 3
OCTOBER, 0, 3
OFFENDER, 0, 3
OMELET, 3, 3
OLDER, 0, 3
MACARONI, 0, 3
OBOE, 0, 3
LUXURIOUS, 0, 3
OCCUPATION, 24, 3
OBSESSION, 5, 3
LSD, 0, 3
ORIENTAL, 0, 3
OREGANO, 0, 3
OTTER, 5, 3
OUTLOOK, 0, 3
OUTFIT, 16, 3
OOZE, 0, 3
ONGOING, 0, 3
OPERATE, 48, 3
OPTIMISTIC, 15, 3
OPPOSITION, 0, 3
NECESSITY, 0, 3
MANDATORY, 0, 3
MANAGEMENT, 91, 3
NEGLIGEE, 0, 3
NEEDED, 0, 3
NATIONAL, 375, 3
NASA, 0, 3
MANIPULATE, 0, 3
NAUSEA, 3, 3
NAUGHTY, 0, 3
NEIGHBOR, 14, 3
NUISANCE, 0, 3
MAGNET, 3, 3
NYLONS, 1, 3
MACHO, 0, 3
MADE, 1125, 3
NEUTRON, 1, 3
NEPTUNE, 3, 3
NEVER ENDING, 0, 3
NOTICEABLE, 0, 3
NOMAD, 0, 3
PSYCHOTIC, 0, 3
SIBLING, 1, 3
JANUARY, 0, 3
SIGH, 0, 3
SIP, 2, 3
IVY, 9, 3
JAPANESE, 0, 3
SHOELACE, 1, 3
SHRED, 0, 3
SHUN, 1, 3
SHUFFLE, 0, 3
SIXTY, 0, 3
SLIPPERS, 7, 3
IRRESPONSIBLE, 0, 3
SLURP, 1, 3
IQ, 0, 3
IRAQ, 0, 3
SKULL, 3, 3
SKIM, 0, 3
SKYSCRAPER, 2, 3
SLEEVE, 11, 3
SLANT, 0, 3
SELECTION, 39, 3
SELDOM, 34, 3
SELF-CENTERED, 0, 3
JOE, 0, 3
JOGGER, 0, 3
SCRUB, 9, 3
SCORN, 0, 3
SECLUDED, 1, 3
SECRETIVE, 0, 3
JOLT, 0, 3
JOCKEY, 0, 3
SHADOW, 36, 3
SEVERAL, 377, 3
SHARING, 0, 3
JEEP, 16, 3
SHE, 2859, 3
SENATE, 62, 3
SEMI, 0, 3
JINGLE, 0, 3
SERVE, 0, 3
SERENE, 10, 3
ION, 0, 3
SPINACH, 2, 3
SPHERE, 22, 3
SPIRAL, 0, 3
SPOOKY, 0, 3
SPLICE, 0, 3
SPARSE, 0, 3
SPARKLE, 0, 3
SPECTRUM, 0, 3
INSTRUCT, 3, 3
SPEW, 0, 3
SPRITE, 0, 3
STALE, 4, 3
INPUT, 0, 3
STANDARDS, 105, 3
STARCH, 4, 3
STANDING, 101, 3
SQUEAK, 1, 3
SPROUT, 0, 3
SQUIRM, 0, 3
INQUISITIVE, 0, 3
INSANE, 13, 3
SNORT, 0, 3
SNORE, 0, 3
SO, 0, 3
INTROVERT, 1, 3
SOAR, 0, 3
INVESTIGATION, 0, 3
INVOLVE, 0, 3
SNOOZE, 0, 3
INVENTOR, 7, 3
INVESTIGATE, 0, 3
INTRIGUE, 0, 3
INTENTION, 0, 3
SOOTHING, 0, 3
INTENT, 14, 3
SORT, 0, 3
SOPRANO, 0, 3
INTIMATE, 21, 3
INTOXICATE, 1, 3
SOFTENER, 0, 3
SOMERSAULT, 0, 3
SOGGY, 0, 3
LANDLORD, 0, 3
REACT, 0, 3
REAP, 3, 3
RECESS, 0, 3
RECENT, 179, 3
RATING, 0, 3
LASTING, 13, 3
RATIO, 0, 3
RAYS, 19, 3
RATTLE, 5, 3
LAID BACK, 0, 3
LACES, 0, 3
REEL, 2, 3
REFRAIN, 10, 3
REGULATIONS, 29, 3
REFRESHING, 6, 3
RECREATION, 43, 3
RECOVER, 0, 3
REDNECK, 0, 3
REEF, 11, 3
REEBOK, 0, 3
LEAK, 2, 3
PUTTY, 0, 3
QUART, 3, 3
QUENCH, 1, 3
QUEASY, 0, 3
PUBLISHER, 9, 3
PUBERTY, 1, 3
PULSE, 0, 3
PUSS, 0, 3
PURSUE, 0, 3
QUILT, 1, 3
RAFT, 4, 3
LAVA, 1, 3
LAUNCH, 10, 3
RANSOM, 0, 3
LATIN, 50, 3
RABBI, 13, 3
LAYER, 12, 3
RABIES, 0, 3
LAWS, 88, 3
LAWSUIT, 1, 3
KOSHER, 0, 3
ROOTS, 0, 3
ROOKIE, 0, 3
ROUTE, 0, 3
RUINED, 0, 3
ROYAL, 48, 3
KIDNEY, 6, 3
RIPPED, 0, 3
RITZ, 0, 3
ROLE, 0, 3
ROAR, 13, 3
SALMON, 3, 3
JUMPING, 0, 3
SAYS, 0, 3
JULY, 0, 3
JUICY, 0, 3
SCENERY, 14, 3
SALSA, 0, 3
JUST, 872, 3
SAT, 0, 3
SAVINGS, 0, 3
SAUCERS, 0, 3
KNEES, 38, 3
REPEL, 0, 3
KNEEL, 5, 3
RESCUE, 15, 3
REPUBLIC, 43, 3
RELATE, 0, 3
KOOL AID, 0, 3
RELIEVE, 0, 3
REMORSE, 1, 3
REMEDY, 16, 3
RESIDENT, 0, 3
RHYTHM, 22, 3
REVERSE, 0, 3
RIDDLE, 1, 3
RIM, 5, 3
RIGHTEOUSNESS, 6, 3
RESPIRATION, 2, 3
RESIST, 0, 3
RESTRAIN, 0, 3
RETARDED, 7, 3
RETAIN, 11, 3
CRUCIAL, 0, 3
EVAPORATE, 0, 3
DEFICIT, 0, 3
EVE, 0, 3
BLENDER, 0, 3
FORD, 0, 3
CHECKBOOK, 5, 3
DEFENSE, 167, 3
CRUMBLE, 0, 3
DOORBELL, 2, 3
GLARE, 7, 3
ADMISSION, 33, 3
ADMONISH, 0, 3
BLEED, 0, 3
CROW, 2, 3
CLAP, 0, 3
EVERYONE, 0, 3
DEFROST, 1, 3
DOMINATE, 8, 3
DOLLS, 0, 3
BLOOM, 12, 3
GLOVES, 7, 3
GLIDE, 2, 3
DONATION, 2, 3
COOKOUT, 0, 3
BLINDS, 3, 3
GLOOM, 0, 3
EVERLASTING, 0, 3
ANY, 0, 3
DOWNTOWN, 41, 3
BACKGROUND, 67, 3
BACKWARD, 22, 3
CRUST, 1, 3
BLACKBOARD, 2, 3
ADVIL, 0, 3
BLACKBERRY, 3, 3
DECORATE, 2, 3
GHETTO, 11, 3
BITS, 0, 3
CONCEIT, 2, 3
ESCALATOR, 0, 3
DRAFT, 24, 3
AFFECTION, 1, 3
GIFTED, 13, 3
CONVERSE, 0, 3
GIVER, 0, 3
DEFECT, 0, 3
BABIES, 0, 3
COMPOSE, 6, 3
GIVING, 96, 3
CARBOHYDRATE, 0, 3
CHEEK, 20, 3
ADVERSARY, 5, 3
DEED, 0, 3
ESTEEM, 5, 3
FORESEE, 0, 3
BUST, 0, 3
ADVANCE, 60, 3
BLOSSOM, 7, 3
DEMON, 9, 3
EXPENSE, 50, 3
GRADUATE, 30, 3
ACORN, 1, 3
FLIRT, 0, 3
CORK, 9, 3
CARVE, 0, 3
ACRE, 9, 3
CRICKET, 3, 3
AUTOMATIC, 0, 3
AUSTRALIA, 0, 3
BUMPER, 2, 3
CRIB, 5, 3
CORE, 37, 3
EXPLANATION, 43, 3
GRANDPARENT, 0, 3
GRANDPA, 0, 3
FLIPPER, 1, 3
ATTRACT, 19, 3
GRANITE, 3, 3
BOO-BOO, 0, 3
FLING, 2, 3
EXPLORE, 0, 3
DISSIMILAR, 3, 3
APPEAL, 62, 3
DENIAL, 18, 3
ACCURATE, 35, 3
GRANDMOTHER, 0, 3
BONUS, 2, 3
EXCITE, 0, 3
APEX, 4, 3
CROCHET, 1, 3
EXCLAMATION, 0, 3
EXHALE, 0, 3
ACTUAL, 0, 3
ADAM, 0, 3
AWKWARD, 11, 3
FOND, 13, 3
DELAY, 21, 3
CROOKS, 0, 3
DELETE, 0, 3
EXCEL, 1, 3
FOIL, 20, 3
ACTRESS, 6, 3
DIVERSE, 0, 3
ACROSS, 0, 3
FLUSH, 11, 3
DIVER, 1, 3
COMMUNISM, 0, 3
BOG, 1, 3
FLUNK, 0, 3
COMPASS, 13, 3
BLUEJAY, 0, 3
DNA, 0, 3
COPIER, 0, 3
GOOFY, 0, 3
BURDEN, 44, 3
COMPARE, 0, 3
ECONOMY, 79, 3
CONNIVING, 0, 3
ALTER, 15, 3
GALLERY, 0, 3
ANAL, 0, 3
BASHFUL, 2, 3
BASIL, 0, 3
EDGY, 0, 3
FRISBEE, 0, 3
CHIVALRY, 0, 3
GADGET, 0, 3
CYLINDER, 18, 3
ALTO, 4, 3
CHICKEN POX, 0, 3
ANALYSIS, 108, 3
DYNAMITE, 5, 3
CUSS, 0, 3
ENDS, 0, 3
CONSUME, 0, 3
CURTAINS, 13, 3
CONTACTS, 25, 3
CONSUMER, 37, 3
EASTER, 11, 3
BENEFIT, 63, 3
EATING, 32, 3
CUSTOMER, 27, 3
BENT, 34, 3
CALCIUM, 11, 3
CALCULATE, 4, 3
ELDERS, 9, 3
AMOEBA, 0, 3
BEATLES, 0, 3
DAM, 5, 3
ELABORATE, 32, 3
FUDGE, 0, 3
CAMEL, 1, 3
AMP, 1, 3
ELEGANCE, 0, 3
BECOME, 361, 3
FUNCTION, 113, 3
DAIQUIRI, 0, 3
DAIRY, 19, 3
CHIMNEY, 7, 3
EIGHTEEN, 0, 3
DARE, 21, 3
CONSEQUENCE, 30, 3
EMOTIONAL, 68, 3
BELONGING, 0, 3
CHIRP, 1, 3
AMAZE, 3, 3
AMAZING, 0, 3
AMPLIFY, 0, 3
FURTHER, 218, 3
DAGGER, 0, 3
AMBIGUOUS, 0, 3
DANISH, 0, 3
BELITTLE, 0, 3
FROSTING, 1, 3
DUSTY, 0, 3
DRESSER, 1, 3
GEORGIA, 0, 3
ANOTHER, 683, 3
BYE, 0, 3
CONDIMENT, 0, 3
ENVY, 7, 3
BY, 0, 3
GENUINE, 34, 3
AIR CONDITIONER, 0, 3
FRACTION, 0, 3
DRINKING, 0, 3
BALANCED, 0, 3
BILLS, 0, 3
DECEIT, 2, 3
ANTARCTICA, 0, 3
CIA, 0, 3
DRAPES, 1, 3
DECLARE, 0, 3
CUB, 0, 3
ANTELOPE, 7, 3
EQUIPMENT, 0, 3
AGENCY, 56, 3
BAHAMAS, 0, 3
CHEETAH, 0, 3
BUYER, 2, 3
CONCLUDE, 16, 3
BISHOP, 18, 3
CONTRACTOR, 6, 3
BIRTH CONTROL, 0, 3
ANGUISH, 0, 3
GAZE, 0, 3
ENGAGE, 66, 3
CONFIDENTIAL, 0, 3
GEESE, 3, 3
DUMMY, 0, 3
FRECKLES, 0, 3
DUSK, 9, 3
CHESS, 3, 3
GAUDY, 0, 3
CONFUSING, 0, 3
FREEWAY, 5, 3
BETRAY, 4, 3
DUPLICATE, 6, 3
ALASKA, 0, 3
DROWSY, 1, 3
DEAN, 0, 3
ANNOUNCE, 18, 3
CAPABLE, 0, 3
AIR CONDITIONING, 0, 3
CAPITAL, 85, 3
AIRLINE, 0, 3
GENDER, 2, 3
CONFERENCE, 96, 3
CAESAR, 0, 3
GENE, 9, 3
CURFEW, 0, 3
BAMBI, 0, 3
BAN, 7, 3
BOOGER, 0, 3
ASTONISH, 0, 3
COUNSEL, 12, 3
DEPENDABLE, 0, 3
ABSORB, 0, 3
DIFFICULTY, 76, 3
CREASE, 1, 3
COLUMBUS, 0, 3
COLT, 18, 3
COUNSELOR, 0, 3
DISGUISE, 3, 3
GYPSY, 0, 3
BUGGY, 6, 3
CELERY, 4, 3
EYELASH, 0, 3
DISCRIMINATE, 0, 3
EYEBROWS, 9, 3
DIGGER, 2, 3
BRICKS, 0, 3
COSMETICS, 7, 3
DIFFERENCE, 148, 3
HAIRCUT, 2, 3
DIAMONDS, 0, 3
EXTROVERT, 0, 3
DESTINATION, 0, 3
GREECE, 0, 3
DESTINY, 25, 3
APPLY, 0, 3
BUILT, 0, 3
BRITAIN, 0, 3
BROTHERS, 0, 3
COUNT ON, 0, 3
ARTIFICIAL, 0, 3
CRACKLE, 2, 3
ASTROLOGY, 0, 3
GREENS, 0, 3
DISHONESTY, 0, 3
ABUNDANT, 0, 3
FIDDLE, 2, 3
ASTRONAUT, 2, 3
ASSURE, 0, 3
ASSIST, 26, 3
DISAPPOINT, 39, 3
DISAGREEMENT, 11, 3
GULLIBLE, 2, 3
BUCKLE, 5, 3
FAMILIAR, 0, 3
CRAMP, 2, 3
BRAKE, 2, 3
CLOAK, 3, 3
FAITHFUL, 12, 3
FAG, 0, 3
FINANCIAL, 86, 3
FINANCE, 0, 3
DIPLOMA, 0, 3
CLIPPERS, 1, 3
ASHTRAY, 1, 3
FINISHED, 87, 3
BRAVERY, 4, 3
ASSHOLE, 0, 3
GULP, 2, 3
CRAFTS, 3, 3
DISCOURAGE, 9, 3
DISCONNECT, 0, 3
DEPRESS, 0, 3
DILEMMA, 25, 3
CATERPILLAR, 1, 3
ASCEND, 1, 3
CHALKBOARD, 0, 3
BOXES, 0, 3
GROUNDS, 58, 3
BRAG, 0, 3
APRIL, 0, 3
BUDGET, 57, 3
FAMINE, 3, 3
BRACES, 4, 3
BRACE, 0, 3
CLOG, 2, 3
CATS, 0, 3
GROWN, 43, 3
COMMANDER, 28, 3
ARROGANCE, 0, 3
FEBRUARY, 0, 3
DEVELOPMENT, 334, 3
CLEANSER, 0, 3
ACCENT, 0, 3
ACCELERATE, 24, 3
DISPLAY, 41, 3
GRAPEFRUIT, 0, 3
CASHEW, 1, 3
GREATER, 0, 3
CENTS, 25, 3
GREASY, 0, 3
ACCEPTED, 0, 3
FEATURE, 37, 3
ACCEPTANCE, 0, 3
DISOBEY, 0, 3
FERN, 0, 3
BOOKBAG, 0, 3
BORE, 0, 3
APPETITE, 0, 3
COME BACK, 0, 3
FAVORITE, 41, 3
CLOVER, 0, 3
BROOK, 3, 3
FELLOWSHIP, 0, 3
FEEBLE, 8, 3
ARIES, 0, 3
DISLOYAL, 0, 3
ARE, 0, 3
EXTENSION, 36, 3
COMIC, 0, 3
FLIES, 0, 3
COVERED, 104, 3
EXTENSIVE, 0, 3
FLATTER, 0, 3
EXTEND, 0, 3
TRICYCLE, 0, 2
FANATIC, 0, 2
CURL, 0, 2
ENLIST, 0, 2
THIGHS, 0, 2
CAVERN, 1, 2
MIRACLE, 0, 2
MISPLACE, 0, 2
LOOSEN, 3, 2
MOONSHINE, 0, 2
CURIOSITY, 23, 2
POSTULATE, 0, 2
PREDICT, 8, 2
MOPED, 0, 2
TRIGGER, 12, 2
ELK, 1, 2
LOAF, 4, 2
BANJO, 2, 2
LOPSIDED, 0, 2
FEATHERS, 14, 2
FANGS, 2, 2
PREDICTION, 0, 2
ENJOYMENT, 0, 2
MISFORTUNE, 0, 2
MISERY, 15, 2
SLITHER, 0, 2
PRESCHOOL, 0, 2
SIGN UP, 0, 2
LOVELY, 0, 2
BALCONY, 5, 2
MORTGAGE, 17, 2
PULP, 0, 2
PRESBYTERIAN, 0, 2
ENTERTAIN, 14, 2
LIVELY, 0, 2
MIMIC, 0, 2
CAPPUCCINO, 0, 2
SHRINE, 7, 2
CUPBOARD, 2, 2
TREK, 0, 2
PRESENTATION, 33, 2
FEED, 123, 2
MIME, 0, 2
MILKY WAY, 0, 2
PUFFY, 0, 2
LIVES, 0, 2
SIDING, 5, 2
PREMONITION, 0, 2
MINISCULE, 0, 2
MINK, 5, 2
MORON, 0, 2
ELEMENTS, 107, 2
TENDENCY, 49, 2
CANS, 0, 2
PUT ON, 0, 2
MINIMUM, 64, 2
SHRIVEL, 0, 2
MING, 0, 2
CRAP, 0, 2
MINER, 1, 2
MINGLE, 0, 2
BALLAD, 0, 2
MINIATURE, 0, 2
FALL APART, 0, 2
THOUGHTFULNESS, 0, 2
FANS, 0, 2
PURGE, 0, 2
LOCATE, 0, 2
MOD, 0, 2
BARTENDER, 6, 2
TROT, 12, 2
EMPATHETIC, 0, 2
SLUM, 8, 2
CUT DOWN, 0, 2
MODEST, 29, 2
THATCHED, 0, 2
CELSIUS, 0, 2
LOBE, 3, 2
LOBBY, 20, 2
PURCHASER, 0, 2
FEARLESS, 0, 2
CYST, 0, 2
BATTER, 0, 2
BARRETTE, 0, 2
FAWN, 1, 2
BASIS, 0, 2
EMPLOYEES, 0, 2
MONARCH, 3, 2
EMPEROR, 19, 2
BATHE, 0, 2
FATIGUE, 11, 2
MONASTERY, 2, 2
MONARCHY, 0, 2
LOCKER, 0, 2
SHRUBS, 0, 2
POUNDS, 0, 2
CPR, 0, 2
MOLASSES, 1, 2
SHUT UP, 0, 2
CUTLET, 0, 2
BATON, 0, 2
TESTIMONY, 0, 2
FATAL, 0, 2
ENCLOSED, 0, 2
COY, 0, 2
POUNCE, 0, 2
